MetroShort,post_net,post_bus,post_pop,post_temp,post_perm,pre_net,pre_bus,pre_pop,pre_temp,pre_perm,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState,price_level
"Chicago, IL",-2.1746646405009256,-3.3176172953081875,-2.592338669026816,-2.592338669026816,-1.9748828017328377,-2.1972291338223924,-3.151758545042814,-2.724389918567846,-2.724389918567846,-1.8522263805212653,9658114,9701082,8746.601874131275,8595.591525868726,452192,1123.6124903019852,1128.6113318442674,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago-Naperville-Elgin,IL-IN-WI,0.33973619,0.44786832,0.39180052,0.49589816,IL,245505.58333333334
"Chico, CA",-2.682470368059888,-1.1886073110562907,-3.365911138836903,-3.365911138836903,-2.6670671503277035,-14.104341396917816,-17.13388652164162,-18.93378926857821,-18.93378926857821,-12.216291983395331,251601,259686,1785.1164702702702,1743.8706235521236,8918,144.27733147285267,148.91356990178582,17020,"Chico, CA",Chico,CA,0.27392867,0.30926758,0.31886956,0.34933722,CA,333270.3333333333
"Cincinnati, OH",-0.6666968458465489,-0.8457788163841472,-0.9460425335393824,-0.9460425335393824,-0.5888677865357388,-1.2703496617924521,-1.0794652495225443,-1.7887892099187612,-1.7887892099187612,-0.8343989491000445,2346068,2407841,6631.198608108108,6541.125718532819,84301,358.66425764497086,368.10804494674676,17140,"Cincinnati, OH-KY-IN",Cincinnati,OH-KY-IN,0.31457672,0.41423383,0.36198092,0.45618263,OH,189564.08333333334
"Clarksville, TN",-1.962277272836279,-3.9632326608571087,-3.187546463943979,-3.187546463943979,-1.730257320319432,-3.4704069641957838,-6.625283514384625,-5.4988728746492725,-5.4988728746492725,-3.0675196047866855,308656,333592,2434.9617934362936,2374.3385965250964,8377,129.9966232498287,140.4989164090666,17300,"Clarksville, TN-KY",Clarksville,TN-KY,0.25851533,0.30154297,0.29801679,0.34227738,TN,172725.33333333334
"Cleveland, OH",-0.892186731782378,-2.0588982896982464,-0.9917785928670316,-0.9917785928670316,-0.7855748402107346,-1.5821554425036362,-3.26930292796882,-2.035114552497485,-2.035114552497485,-0.903861068196639,1967540,1944436,1784.5769525096525,1748.249783011583,82617,1125.4341451200764,1112.2186422643,17460,"Cleveland-Elyria, OH",Cleveland-Elyria,OH,0.31750074,0.4021273,0.3654854,0.44317737,OH,158597.66666666666
"Cleveland, TN",1.7560534582082459,7.20817643894567,1.7842198602111898,1.7842198602111898,1.737507679111657,0.13677512083734192,2.366863905325444,-0.23669050572021375,-0.23669050572021375,0.22254934915906482,81237,86273,600.0551374517374,592.6168162162162,1859,137.08183395585704,145.57973658399072,17420,"Cleveland, TN",Cleveland,TN,0.24982542,0.30903992,0.31311727,0.36334869,TN,166753.25
"Coeur d'Alene, ID",3.7907947278349896,5.631067961165048,4.438766625634251,4.438766625634251,3.449725282973549,0.5428288347794759,2.8694714131607335,0.5048788542948929,0.5048788542948929,1.9959768216891345,146635,166535,1807.6504243243244,1681.2990926640925,9270,87.21529717098127,99.05138278289198,17660,"Coeur d'Alene, ID",Coeur d'Alene,ID,0.25866383,0.30182275,0.29955557,0.34314916,ID,343748.6666666667
"College Station, TX",-3.037235662450141,-0.9437300931933467,-3.492449620809781,-3.492449620809781,-2.7820900400359507,-4.4013548343967495,-1.7459006724076915,-5.353861352308939,-5.353861352308939,-4.226801060692718,238762,269258,2521.4346841698843,2483.046252123552,8477,96.15688785329948,108.43857611179213,17780,"College Station-Bryan, TX",College Station-Bryan,TX,0.35233587,0.42978448,0.42090797,0.45651954,TX,222555
"Colorado Springs, CO",-2.1888894317682124,-4.275456919060052,-2.9271917395482157,-2.9271917395482157,-2.0812636059130414,-2.1730102115600722,-3.2666745786850226,-3.056736318083853,-3.056736318083853,-1.749835779004685,657015,736812,3733.320384169884,3722.01632972973,33704,176.52125670488618,197.96044260061126,17820,"Colorado Springs, CO",Colorado Springs,CO,0.36108276,0.4663882,0.40308225,0.50151491,CO,317060.4166666667
"Columbia, MO",-3.8366733985811194,-2.0740042422814047,-4.288747346072187,-4.288747346072187,-3.5223447775879033,-5.691574750142406,-2.816403488098044,-6.651960022784942,-6.651960022784942,-5.222929936305733,178570,193110,1482.2252181467181,1466.1362795366795,8486,121.79631763592313,131.71354034089217,17860,"Columbia, MO",Columbia,MO,0.27529389,0.35276058,0.33865142,0.40644845,MO,198535.91666666666
"Columbia, SC",0.2497606365354338,-1.8212621770436255,0.3707334462169147,0.3707334462169147,0.2259956720343495,-0.6751306501774375,-1.919004333235591,-0.8453243574890487,-0.8453243574890487,-0.6633624225639198,821713,875238,4630.5428918918915,4483.216555212355,30693,183.28648413038306,195.22545681680614,17900,"Columbia, SC",Columbia,SC,0.3102341,0.39495081,0.36856678,0.44911692,SC,161519.66666666666
"Columbus, GA",-2.687004360460267,-5.468223669436336,-3.9341226867374615,-3.9341226867374615,-2.657979108491054,-2.328692629254118,-4.390298675050527,-3.3146170501669783,-3.3146170501669783,-2.31901754526438,288095,299739,1844.509145173745,1806.9060324324325,8906,159.44105273264842,165.88521739367675,17980,"Columbus, GA-AL",Columbus,GA-AL,0.3130503,0.4157635,0.3517563,0.45372504,GA,124860.25
"Columbus, IN",-3.655790331081405,-5.76592082616179,-5.1516458243495755,-5.1516458243495755,-3.4329931483877147,-4.739431108555731,-2.9259896729776247,-6.913979525018767,-6.913979525018767,-4.035104531007938,116889,125226,729.4428965250966,724.3249976833977,4648,161.37645445600396,172.88648106928412,18020,"Columbus, IN",Columbus,IN,0.23739773,0.30602479,0.26334548,0.3350988,IN,173750.33333333334
"Columbus, OH",-0.9885611792794612,-2.564136419451523,-1.173995985128345,-1.173995985128345,-0.8619858172877047,-1.5770130780286742,-2.248570711805326,-2.07094206944065,-2.07094206944065,-1.0863910104885552,1927792,2104675,4782.868472200772,4730.512099227799,75737,407.5228980631272,444.91483286631137,18140,"Columbus, OH",Columbus,OH,0.34627905,0.44996524,0.3954353,0.49789947,OH,218135.91666666666
"Corpus Christi, TX",-0.6152171795060678,-1.375901683141865,-0.6653090224724174,-0.6653090224724174,-1.2988710325145487,-0.5819493521090614,-1.2089233235372694,-0.4057962060419128,-0.4057962060419128,-1.8722658004358086,396807,420827,1432.2285833976835,1254.2614555984555,14972,316.367052681746,335.5177647544048,18580,"Corpus Christi, TX",Corpus Christi,TX,0.25577381,0.30370814,0.31022996,0.34816521,TX,164050
"Corvallis, OR",-6.921145860216315,-2.473604826546003,-7.596720080707599,-7.596720080707599,-6.844895948196983,-7.456068319921169,-3.9819004524886874,-8.356990357318818,-8.356990357318818,-7.004434225652817,80725,85246,921.0350787644787,918.576435907336,3315,87.88054738227943,92.80229349210025,18700,"Corvallis, OR",Corvallis,OR,0.33020416,0.42014483,0.39926612,0.48938054,OR,369927.1666666667
"Crestview, FL",3.6301601897110776,4.657220254219629,4.980448144025553,4.980448144025553,1.0066302085853942,5.969607511010018,5.876224213377787,7.984464985723274,7.984464985723274,1.3763732275081062,184145,206630,783.3705868725868,746.4916038610039,9598,246.68060437326452,276.8015057788571,18880,"Crestview-Fort Walton Beach-Destin, FL",Crestview-Fort Walton Beach-Destin,FL,0.29257396,0.41137466,0.32572564,0.43272468,FL,258930.33333333334
"Cumberland, MD",-1.4139392054730624,-4.310907903331156,-1.8430770426805565,-1.8430770426805565,-1.4032496307237814,-3.3652724869781547,-4.506858262573481,-4.045032263080152,-4.045032263080152,-2.9921091502759856,107712,102904,960.4330027027028,952.3753227799227,3062,113.09826853303544,108.04983869135731,19060,"Cumberland, MD-WV",Cumberland,MD-WV,0.2159169,0.2495884,0.27051818,0.30537957,MD,97563.75
"Dallas, TX",0.4379698126816523,-0.19364026624682817,0.42446423740244,0.42446423740244,0.396851117848272,-0.21891016978379257,-0.7393847908719277,-0.40119942662113445,-0.40119942662113445,-0.29227429186093073,6401545,7359183,9684.832208494208,9338.944444787645,292811,685.4677247355188,788.0101486316678,19100,"Dallas-Fort Worth-Arlington, TX",Dallas-Fort Worth-Arlington,TX,0.34575835,0.46431294,0.39693448,0.51277018,TX,257428.66666666666
"Dalton, GA",-1.4458700814822896,-5.722003929273085,-2.1090570376026916,-2.1090570376026916,-1.463492409811441,-3.373417137294721,-4.12573673870334,-4.476155311453674,-4.476155311453674,-3.3163543598479444,118089,119167,498.2474243243243,495.70149343629345,4072,238.22603232720854,240.40072821631534,19140,"Dalton, GA",Dalton,GA,0.18415296,0.26577631,0.21352957,0.29899439,GA,141364
"Danville, IL",-2.9608492480071207,-2.4271844660194173,-3.5947746639265934,-3.5947746639265934,-2.6179038443917957,-5.399426679058078,2.481121898597627,-6.990588635679411,-6.990588635679411,-4.590494391141013,80497,76397,854.838054054054,851.9422455598456,1854,94.48645189217278,89.67391909271555,19180,"Danville, IL",Danville,IL,0.2729114,0.29558307,0.3065508,0.31886387,IL,67790.58333333333
"Daphne, AL",4.808607187294152,9.277486910994764,5.786731877849581,5.786731877849581,2.681781195241765,6.470889607398254,7.340314136125654,9.018215791037195,9.018215791037195,1.155546753576641,202214,232271,1989.9685683397684,1909.348696138996,9550,105.90731824360243,121.6493354355276,19300,"Daphne-Fairhope-Foley, AL",Daphne-Fairhope-Foley,AL,0.1764939,0.2290218,0.23174872,0.28769019,AL,215393.25
"Decatur, AL",-0.6662400970995469,-3.5409035409035408,-0.8574048299108822,-0.8574048299108822,-0.7163730152971365,-1.609530531606826,-1.7297517297517297,-2.155055838835861,-2.155055838835861,-1.544885452878355,154466,151597,1359.9280494208494,1314.0608405405405,4914,117.54859077640593,115.36528243063722,19460,"Decatur, AL",Decatur,AL,0.20046784,0.26173639,0.24281776,0.30145735,AL,133093.08333333334
"Decatur, IL",-5.452141539960335,-3.2679738562091507,-6.532740684040221,-6.532740684040221,-4.881528130545214,-8.861034758707072,-6.2636165577342044,-10.654726697052991,-10.654726697052991,-7.639782888556418,120272,114964,970.441954054054,963.5138038610039,3672,124.82644204789243,119.31743950041493,19500,"Decatur, IL",Decatur,IL,0.25987801,0.32514477,0.2963607,0.3421002,IL,89429.58333333333
"Denver, CO",-1.7967264453031966,-4.386511428682684,-2.2909691547286526,-2.2909691547286526,-1.6843411587961303,-1.127816515936858,-3.3766857469205513,-1.5715910761031489,-1.5715910761031489,-0.967130811352317,2506951,2850907,8638.507733204633,8579.675965637065,154086,292.1964663981167,332.2860923207736,19740,"Denver-Aurora-Lakewood, CO",Denver-Aurora-Lakewood,CO,0.3743498,0.50087583,0.42583242,0.54984295,CO,457842.5833333333
"Des Moines, IA",-1.3399026902179056,-3.7237520889340985,-1.992673368546601,-1.992673368546601,-1.0164833431147964,-3.001489306652026,-4.646516021216304,-4.2212850949432985,-4.2212850949432985,-2.147188933694301,562915,633852,3269.3527405405403,3248.4280444015444,27526,173.28843129837756,195.1257627800631,19780,"Des Moines-West Des Moines, IA",Des Moines-West Des Moines,IA,0.3752175,0.48650342,0.42664063,0.53014994,IA,211768.33333333334
"Detroit, MI",-1.6995095558329116,-3.7133401936479724,-2.0940278931807517,-2.0940278931807517,-1.3785823435899842,-2.5776610486904494,-3.859511670330698,-3.3437423510286632,-3.3437423510286632,-1.5762626796465555,4275414,4285707,4391.751215057915,4235.696669498069,171032,1009.376811797677,1011.8068724944501,19820,"Detroit-Warren-Dearborn, MI",Detroit-Warren-Dearborn,MI,0.32424751,0.43224531,0.35065165,0.44599846,MI,174698.5
"Dothan, AL",-1.485434092875685,-2.7733333333333334,-2.140928756850303,-2.140928756850303,-1.6573406403230457,-1.890972021920969,-2.6133333333333333,-2.6657629074127485,-2.6657629074127485,-2.0692241130660514,170824,173350,2225.9335173745176,2210.2849783783786,5625,77.28596161628379,78.42880067310679,20020,"Dothan, AL",Dothan,AL,0.19694568,0.24327964,0.24625178,0.29699299,AL,120320.41666666667
"Dover, DE",1.7921972568715916,-0.6374963778614894,2.157847560578671,2.157847560578671,1.786188213260958,0.21882933815392164,-2.535496957403651,-0.0032548986224267286,-0.0032548986224267286,0.6304488254823509,184240,199699,746.1268664092664,721.5852895752896,6902,255.3267128109553,276.7503757144755,20100,"Dover, DE",Dover,DE,0.25415933,0.31815681,0.30486917,0.37138954,DE,227460.25
"Dubuque, IA",-3.159448539500204,-1.0206345684490792,-3.863535289497838,-3.863535289497838,-2.4885743213194176,-3.643916240076455,0.6878189483026403,-4.801245233386637,-4.801245233386637,-2.1053528003557807,102613,105683,1021.4169853281853,998.6236073359073,4507,102.75443044426652,105.82866179374365,20220,"Dubuque, IA",Dubuque,IA,0.31297672,0.37436256,0.34789139,0.39925113,IA,182065.41666666666
"Duluth, MN",-1.6973706686990002,-3.312204267476118,-1.7611000880385794,-1.7611000880385794,-1.5935639856510257,-5.2179283339684375,-3.963931791804303,-6.629929174933971,-6.629929174933971,-2.7787997845025822,306593,304412,11407.157913127414,10620.65506023166,11201,28.86761675821835,28.662262193209774,20260,"Duluth, MN-WI",Duluth,MN-WI,0.26770693,0.31199023,0.30951229,0.347123,MN,166203.66666666666
"Durham, NC",0.19122354371401515,0.0723725613593455,0.20001513092160356,0.20001513092160356,0.04161003440980275,0.6851959584786641,0.9376966645689112,0.7697725926834167,0.7697725926834167,0.5440609828316215,663067,766642,2161.0009525096525,2109.345145945946,31780,314.34732304212093,363.450240219552,20500,"Durham-Chapel Hill, NC",Durham-Chapel Hill,NC,0.41275987,0.52036542,0.45957696,0.57052588,NC,274237.9166666667
"East Stroudsburg, PA",-2.0455117374267537,-3.63597703593451,-2.8893003079651534,-2.8893003079651534,-2.048507507399552,-3.3576589855124563,-3.954922389963853,-4.878671316101664,-4.878671316101664,-2.0401193514757163,170134,166902,654.1198046332046,643.0470223938224,4703,264.57474193202086,259.5486709178538,20700,"East Stroudsburg, PA",East Stroudsburg,PA,0.22187363,0.23879801,0.28013471,0.30281478,PA,170279.58333333334
"Eau Claire, WI",-2.3162175902389426,-3.595685177786656,-2.593136756481952,-2.593136756481952,-1.8378240976105746,-6.299949161159126,-2.3971234518577704,-7.75063548551093,-7.75063548551093,-4.784443314692425,189903,196700,2816.9935876447876,2761.5670536679536,7509,68.76639107776437,71.22767478658184,20740,"Eau Claire, WI",Eau Claire,WI,0.27712199,0.32579857,0.30554214,0.35095063,WI,184231.66666666666
"El Centro, CA",-1.5669166392945868,-3.8079119949227835,-1.9119898962328308,-1.9119898962328308,-1.8986199845482683,-0.27803864783467575,-3.1521049291305268,-0.2554624647825425,-0.2554624647825425,-1.4466336968037121,218544,216157,5498.720941312741,5189.112442857143,4727,42.115872879345225,41.65587128441241,20940,"El Centro, CA",El Centro,CA,0.22491296,0.25206363,0.28689581,0.32677534,CA,219398.5
"El Paso, TX",-1.2043546302926407,-2.655442892672661,-1.567824460286162,-1.567824460286162,-1.1700217637451984,-1.4627917558792094,-1.4960780562464129,-1.8923641118075665,-1.8923641118075665,-1.3684939511838372,813672,850497,882.5824274131274,880.4384185328186,26135,924.166850142592,965.9926033410565,21340,"El Paso, TX",El Paso,TX,0.29758063,0.34773588,0.34833768,0.38792619,TX,136565.41666666666
"Elizabethtown, KY",-2.194132247538835,-1.3744813278008299,-2.798965334523245,-2.798965334523245,-2.2561842875868034,-3.2943358340073066,1.1410788381742738,-4.469838525253088,-4.469838525253088,-3.069135733608501,140530,143428,1101.0797328185329,1089.9071332046333,3856,128.93759084482943,131.59653298009104,21060,"Elizabethtown-Fort Knox, KY",Elizabethtown-Fort Knox,KY,0.30357519,0.37789562,0.34226704,0.40032881,KY,152882.83333333334
"Elkhart, IN",-2.5190171957525496,-3.465881197839961,-3.009681145940599,-3.009681145940599,-2.2824325770745446,-4.856812788118359,-5.31173294059892,-5.983487057972459,-5.983487057972459,-3.752874263210538,264215,270939,733.0599420849421,719.2025953667954,10185,367.3721447921772,376.7213880281123,21140,"Elkhart-Goshen, IN",Elkhart-Goshen,IN,0.18283184,0.23726732,0.21630467,0.26277831,IN,163985.25
"Elmira, NY",-1.9375916788905188,-3.008130081300813,-2.277503667155621,-2.277503667155621,-1.5055340712094947,-3.0030670756100815,-0.4878048780487805,-3.79597279637285,-3.79597279637285,-1.6668889185224696,78938,74990,294.25028996138997,291.65381428571425,2460,270.6564979900094,257.11990149574103,21300,"Elmira, NY",Elmira,NY,0.20536025,0.26295757,0.24755412,0.30761611,NY,103213
"Enid, OK",-2.9303180561348223,-4.652056901191849,-3.952299303335032,-3.952299303335032,-2.7804810232170163,-5.604213973461853,-3.998462129950019,-7.654973199252359,-7.654973199252359,-5.366328374808842,63538,64737,1525.0098054054054,1522.247598069498,2601,41.73959616068922,42.52724726391353,21420,"Enid, OK",Enid,OK,0.22670059,0.2833626,0.28672192,0.32929733,OK,89361
"Erie, PA",-2.1219890105662254,-0.7486631016042781,-2.7094095715100153,-2.7094095715100153,-1.8187477921451083,-4.402069175372756,-1.6898395721925135,-5.765885188048029,-5.765885188048029,-2.971903844203266,293277,285911,1041.8020131274131,1020.0540953667954,9350,287.5112225244703,280.2900368702416,21500,"Erie, PA",Erie,PA,0.24543543,0.29389223,0.29481268,0.33592576,PA,129707.16666666667
"Eugene, OR",-2.8552155787285334,-3.2248572941799565,-3.3250765777222413,-3.3250765777222413,-2.7877608342272007,-4.865588127964967,-4.390042958865415,-6.32031604206522,-6.32031604206522,-4.327885349050657,341093,361724,2497.262100772201,2440.4819362934363,16993,139.76460752585876,148.21826567148472,21660,"Eugene, OR",Eugene,OR,0.28670657,0.34700429,0.34138468,0.39282721,OR,310684
"Evansville, IN",-1.7325806619656277,-2.800126702565727,-2.4003239265198264,-2.4003239265198264,-1.6106346402473966,-3.5856866152993714,-2.5593918276845105,-4.737969965760398,-4.737969965760398,-3.145733783546995,418117,422318,2903.3899054054054,2842.1136683397685,15785,147.1148056665322,148.59293092478552,21780,"Evansville, IN-KY",Evansville,IN-KY,0.24462347,0.30506468,0.28743854,0.33877203,IN,140457.25
"Fairbanks, AK",-4.078522588277757,-7.849829351535837,-5.56014517455034,-5.56014517455034,-3.750676746004692,-6.053618335305087,-2.8766455387615797,-8.48789877884943,-8.48789877884943,-5.098153235347196,98392,99742,11514.688852895753,11428.415592277992,4102,8.609417395223359,8.72754400595951,21820,"Fairbanks, AK",Fairbanks,AK,0.30431253,0.33576667,0.37199977,0.39965317,AK,208109.5
"Fargo, ND",-7.628538171081396,-6.719266989055739,-9.676834535875503,-9.676834535875503,-7.04207072489161,-10.172330579450927,-7.762789513871214,-12.861441996098327,-12.861441996098327,-8.638024667323704,214912,246561,3868.4236884169886,3841.211174903475,11787,55.94901977900251,64.1883480947115,22020,"Fargo, ND-MN",Fargo,ND-MN,0.31624398,0.4031021,0.37319818,0.4489179,ND,235079.33333333334
"Farmington, NM",-1.6671754815746953,-3.603182030884417,-2.0795389392326076,-2.0795389392326076,-1.5726103693996234,-2.907691047587845,-2.4333177351427238,-3.9718836327895217,-3.9718836327895217,-2.7386652171646846,137444,134299,4865.697571428572,4852.1095880308885,4274,28.326647926305046,27.6784762510902,22140,"Farmington, NM",Farmington,NM,0.21131162,0.22925924,0.26555133,0.27353746,NM,128844.75
"Fayetteville, AR",-0.45766550823867075,-0.8309871946235583,-0.7500907723429638,-0.7500907723429638,-0.4486747237927279,-2.0120338191814926,-2.5292888929252566,-2.9041271158600894,-2.9041271158600894,-1.8721579611667272,504965,578370,3930.3961590733593,3875.9696764478763,22022,130.28094700234448,149.21943365925554,22220,"Fayetteville-Springdale-Rogers, AR-MO",Fayetteville-Springdale-Rogers,AR-MO,0.30760106,0.43046272,0.36532432,0.48063016,AR,195646.75
"Fayetteville, NC",-3.625829572904121,-4.156545209176788,-5.10876810824613,-5.10876810824613,-3.6167909849123365,-5.104542568359971,-7.53936122357175,-7.27016565472142,-7.27016565472142,-4.93642483171279,421684,442547,1395.8708961389962,1387.9954752895753,11115,303.8079068031722,318.8389356295791,22180,"Fayetteville, NC",Fayetteville,NC,0.26853907,0.34321123,0.32274923,0.3869625,NC,133887.58333333334
"Flagstaff, AZ",-2.2358399719863433,0.43976545842217485,-2.538154016749832,-2.538154016749832,-2.9221745600980475,-3.440427208264029,-0.8128997867803838,-3.9187603956929005,-3.9187603956929005,-3.495287285885203,163882,171345,18971.131327027026,18924.213684942086,7504,8.659910669387557,9.054273157797752,22380,"Flagstaff, AZ",Flagstaff,AZ,0.25301144,0.32890993,0.30860171,0.38721773,AZ,379555.75
"Flint, MI",-2.9144804871510095,-7.470195778190966,-3.527089476976498,-3.527089476976498,-2.3396908071949243,-4.5025723513717075,-7.098326588647053,-5.947301903412354,-5.947301903412354,-3.0501193622100518,329449,313332,672.7664416988417,666.535022007722,9143,494.2711022260181,470.0908274199731,22420,"Flint, MI",Flint,MI,0.2535544,0.295344,0.30078515,0.34073025,MI,121138.33333333333
"Florence, AL",-0.13846180473423986,-2.8596491228070176,-0.06398089227094668,-0.06398089227094668,-0.12057715495606722,-1.0701943657583957,-0.017543859649122806,-1.5329452556639531,-1.5329452556639531,-0.9571172252254332,174142,173333,1749.2547907335907,1645.797671814672,5700,105.81009013579987,105.3185351811085,22520,"Florence-Muscle Shoals, AL",Florence-Muscle Shoals,AL,0.21173815000000001,0.24818482,0.25456104,0.28966284,AL,118224.66666666667
"Florence, SC",-0.2592602560307165,-0.750685722535008,-0.49950211265710365,-0.49950211265710365,-0.2776506894169784,-0.8360918983412726,0.25985275010827197,-1.317876398345758,-1.317876398345758,-0.8769096895156588,223655,222942,1884.154477992278,1871.0005467181468,6927,119.53764545515767,119.15656592995356,22500,"Florence, SC",Florence,SC,0.2301451,0.28915721,0.27805755,0.33905542,SC,123256.58333333333
"Fond du Lac, WI",-2.484291928467859,-5.576422999133198,-3.085355244079265,-3.085355244079265,-2.1324311261478974,-4.536491058482358,-5.14302224790523,-5.432092798453359,-5.432092798453359,-3.1638472692121797,103089,103450,755.2512293436293,742.4385455598456,3461,138.85189638458814,139.338131915002,22540,"Fond du Lac, WI",Fond du Lac,WI,0.23395444,0.32058883,0.277311,0.35256261,WI,142240.58333333334
"Fort Collins, CO",-0.5535471331389699,-1.1250342998262142,-0.4989180434078394,-0.4989180434078394,-0.5898283122772918,-1.049303530936184,-0.7363029360651239,-1.132620667314545,-1.132620667314545,-0.6020084224165857,328439,385875,2969.0152227799226,2927.564047104247,21866,112.1884934762982,131.80753479387823,22660,"Fort Collins, CO",Fort Collins,CO,0.31340542,0.40065864,0.36465126,0.43932381,CO,422949.3333333333
"Fort Smith, AR",-2.905042310308274,-6.104400345125108,-4.7021427827376385,-4.7021427827376385,-2.913620794245063,-5.374420186398201,-6.622088006902501,-8.245485572828265,-8.245485572828265,-5.2331815758674995,325339,326398,5254.408638223938,5124.573796911197,9272,63.4860600887621,63.692711420554474,22900,"Fort Smith, AR-OK",Fort Smith,AR-OK,0.23027444,0.29224509,0.28420717,0.34204745,AR,110672
"Fort Wayne, IN",-2.9379491440495746,-3.7219398559932233,-3.8268817272502393,-3.8268817272502393,-2.6370926650640722,-4.853662816634001,-3.568403218975011,-6.323673366696054,-6.323673366696054,-3.885974760192227,458675,472983,1737.200613899614,1724.1105756756756,18888,266.03572095150923,274.3344926207177,23060,"Fort Wayne, IN",Fort Wayne,IN,0.26707259,0.35065696,0.31005374,0.38711464,IN,148120.5
"Fresno, CA",-1.6801164046655115,-2.9878089401105856,-2.025561625313741,-2.025561625313741,-1.6659349283932583,-1.6302869709143748,-1.978549064019719,-2.0962067464973697,-2.0962067464973697,-1.6459254481735037,972978,1029512,5513.636759459459,5461.08082007722,30022,178.16583054821774,188.51799376692665,23420,"Fresno, CA",Fresno,CA,0.27334729,0.32261312,0.31901005,0.36268142,CA,272574.5
"Gadsden, AL",-0.2899914783205932,-2.2576878162709226,-0.37520827238848675,-0.37520827238848675,-0.25183470485735726,-1.346934103252229,-1.7516543402101985,-1.8077407374432415,-1.8077407374432415,-1.3431184259059055,79449,78623,316.96577065637064,304.45214864864863,2569,260.95726488594335,258.2441948561659,23460,"Gadsden, AL",Gadsden,AL,0.15603113,0.20541665,0.20780501,0.25658065,AL,92449.08333333333
"Gainesville, FL",-1.7970038036634601,-1.4221824686940965,-1.9807609923277643,-1.9807609923277643,-1.453635549324298,-2.850800327141021,-3.2021466905187834,-3.4421856135841415,-3.4421856135841415,-2.9043501966740664,288931,308124,1759.8172806949806,1646.787650965251,11180,175.4512792409182,187.10609095191822,23540,"Gainesville, FL",Gainesville,FL,0.2845985,0.3522273,0.33674473,0.40272713,FL,208435.41666666666
"Gainesville, GA",2.5011859878654716,-0.9550469290301334,3.44311003470575,3.44311003470575,2.408803775186637,-0.009987266235549673,0.04939897908776551,0.06479238970312858,0.06479238970312858,-0.015605103493046365,144646,160204,389.0756814671815,370.7327725868726,6073,390.1624315290485,432.1279688389564,23580,"Gainesville, GA",Gainesville,GA,0.24043915,0.31962284,0.2779603,0.35922897,GA,235950.41666666666
"Gettysburg, PA",0.5817207502232807,-3.1536486982031535,0.8192914557904138,0.8192914557904138,0.6085144388210777,-1.866031557011015,-5.39053905390539,-2.194760345340875,-2.194760345340875,-1.3271807085442096,164216,167950,676.0050324324324,671.1864409266409,5454,244.66525243460396,250.2285352608256,23900,"Gettysburg, PA",Gettysburg,PA,0.18949597,0.22260477,0.24415767,0.28459516,PA,214404.25
"Glens Falls, NY",0.5648582833329149,-1.334194103722832,0.5052761947798727,0.5052761947798727,-0.28284755520966703,-4.891254320119834,-6.111469765440069,-6.200386614113925,-6.200386614113925,-1.8502246880727036,122495,119499,1779.5490741312742,1742.9714764478765,4647,70.27940597722295,68.56050234599098,24020,"Glens Falls, NY",Glens Falls,NY,0.25983703,0.28079259,0.31260541,0.3201665,NY,189829.58333333334
"Goldsboro, NC",-0.1506094157052475,-0.48285852245292127,-0.3196524934871604,-0.3196524934871604,-0.14304986974320802,-1.304893933755117,-1.3520038628681796,-2.33281773353182,-2.33281773353182,-1.284541310011165,171053,171968,1130.7139961389962,1121.5744988416989,4142,152.51149181499244,153.3273092225253,24140,"Goldsboro, NC",Goldsboro,NC,0.17673251,0.24385422,0.24402,0.3230302,NC,131300.08333333334
"Grand Forks, ND",-6.784618974598307,-1.857075693464974,-8.280218681245417,-8.280218681245417,-6.072071471431429,-11.193246216414428,-2.938410907381288,-13.502900193346223,-13.502900193346223,-9.319787985865723,116677,119992,5499.391243629344,5443.5177969111965,4254,21.434117486711585,22.043098686677723,24220,"Grand Forks, ND-MN",Grand Forks,ND-MN,0.25476736,0.30653515,0.31076932,0.35273299,ND,214288.91666666666
"Grand Island, NE",-5.355703345425232,-5.388542257515598,-6.12983675937122,-6.12983675937122,-5.278869407496977,-7.729997984683595,-0.14180374361883152,-9.173216444981861,-9.173216444981861,-7.35086658605401,76665,79392,2115.9066598455597,2089.528328185328,3526,36.69009841401887,37.9951776336762,24260,"Grand Island, NE",Grand Island,NE,0.2546168,0.28672221,0.31317815,0.3432382,NE,159824.41666666666
"Grand Junction, CO",-1.5168840095970177,-2.2269073659243643,-2.0816671844121166,-2.0816671844121166,-1.4613640719908525,-3.5037046339319353,-1.8974831993675056,-5.185892648234929,-5.185892648234929,-2.9960937758184234,146821,151297,4325.9761277992275,4313.779901158301,7589,34.03534796955608,35.07295306359394,24300,"Grand Junction, CO",Grand Junction,CO,0.25019151,0.28229931,0.30533361,0.34326184,CO,267749.25
"Grand Rapids, MI",-3.5766945918139967,-4.800049677098857,-4.796535195641971,-4.796535195641971,-3.1576988540733257,-5.770525457398742,-5.886736214605067,-7.82246670554378,-7.82246670554378,-4.381498286088156,799143,843684,3355.3126586872586,3237.4029042471043,32208,246.84693985775306,260.60519031881466,24340,"Grand Rapids-Wyoming, MI",Grand Rapids-Wyoming,MI,0.26677683,0.3491981,0.29494813,0.37401992,MI,214121.91666666666
