MetroShort,post_pct_change,pre_pct_change,2010 Population,2019 Population,area,land_area,estab_count,density,density2019,AREA,Msa,MsaName,end,teleworkable_manual_emp,teleworkable_manual_wage,wfh_emp,wfh_wage,MetroState
"Trenton, NJ",8.449437239636321,3.613486352192547,267880,264595,134.36740694980693,131.29158108108106,11597,2040.3440783805227,2015.3234336982769,45940,"Trenton, NJ",Trenton,NJ,0.42696351,0.54826015,0.49445292,0.60267299,NJ
"Tucson, AZ",14.562781941247374,6.284643119809137,937014,974966,2845.224657915058,2844.0894845559847,34767,329.4600978936095,342.8042631198049,46060,"Tucson, AZ",Tucson,AZ,0.3300246,0.40594903,0.37286454,0.4464902,AZ
"Tulsa, OK",9.118025683694936,3.908862525700754,904929,952930,5940.797357142857,5786.523571428572,39908,156.38560680339404,164.68091562007436,46140,"Tulsa, OK",Tulsa,OK,0.29516971,0.38411924,0.35133934,0.43774456,OK
"Tuscaloosa, AL",6.318855261491706,4.074330143250489,227994,238660,3312.2395583011585,3255.527340926641,6892,70.0328936371656,73.30916776514269,46220,"Tuscaloosa, AL",Tuscaloosa,AL,0.22178003,0.2819863,0.26611057,0.30648509,AL
"Tyler, TX",7.4284561049445,3.9545832810843473,212561,228843,991.9320247104247,962.8508042471043,10000,220.76213579757132,237.67233614032497,46340,"Tyler, TX",Tyler,TX,0.2638205,0.31061065,0.32635415,0.36476904,TX
"Utica, NY",7.546726874771285,5.111374390145188,276277,269477,2698.7693316602317,2637.4638532818535,8170,104.75100906358301,102.17277467696246,46540,"Utica-Rome, NY",Utica-Rome,NY,0.30828804,0.35758936,0.3710514,0.40434927,NY
"Valdosta, GA",8.466098278410703,3.3222380725947063,146575,151361,1641.8811706563706,1607.8071922779923,5260,91.1645380764393,94.14126316075681,46660,"Valdosta, GA",Valdosta,GA,0.21128754,0.28460109,0.28307438,0.34262639,GA
"Vallejo, CA",9.687077261814327,2.1861637907316234,353779,376664,433.91289884169885,422.70539305019304,11264,836.9398777885747,891.0792390937723,46700,"Vallejo-Fairfield, CA",Vallejo-Fairfield,CA,0.24401052,0.30841136,0.30010083,0.35476646,CA
"Victoria, TX",8.738962823096522,2.7529086459038377,129095,135717,3122.7531478764477,2884.5339254826254,5104,44.75419715453702,47.04988864961695,47020,"Victoria, TX",Victoria,TX,0.25128824,0.26470685,0.31288674,0.33172381,TX
"Vineland, NJ",18.009640516437475,-0.059161778605080706,69603,68239,304.4042698841699,288.7729003861004,1452,241.03023485561883,236.30679994127513,47220,"Vineland-Bridgeton, NJ",Vineland-Bridgeton,NJ,0.22530302,0.23147467,0.27818686,0.2830539,NJ
"Virginia Beach, VA",8.578815313725304,3.1487357471615818,1634069,1680325,3043.747148648649,2514.501953667954,64138,649.8579162431555,668.2536068619381,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach-Norfolk-Newport News,VA-NC,0.30519652,0.39614105,0.34641182,0.42769811,VA
"Visalia, CA",12.752171157471434,3.3132748655012674,408717,425482,2901.0995691119692,2891.3355247104246,10132,141.35924264304612,147.15760117207884,47300,"Visalia-Porterville, CA",Visalia-Porterville,CA,0.21882217,0.27207389,0.26936284,0.32376823,CA
"Waco, TX",10.448542209380369,4.773740433624485,225376,242129,1161.3203637065637,1135.8054525096525,8138,198.42834836020006,213.1782335302201,47380,"Waco, TX",Waco,TX,0.29967549,0.3680484,0.3473382,0.40433186,TX
"Walla Walla, WA",6.571217137834354,4.449618181851565,17878,18967,1104.7820613899614,1076.0118374517374,213,16.6150588476234,17.62712949786738,47460,"Walla Walla, WA",Walla Walla,WA,0.28889835,0.34419036,0.3482103,0.39794746,WA
"Warner Robins, GA",6.7176976904628924,3.9964910212445774,132758,144503,572.4784606177606,565.5239424710425,3718,234.75221830558985,255.52056977216176,47580,"Warner Robins, GA",Warner Robins,GA,0.33585522,0.45605308,0.35000509,0.44824097,GA
"Washington, DC",9.361404159136663,2.803928742789162,5510872,6050912,5458.507097683398,5294.010581853282,269834,1040.9635407398073,1142.9731592795094,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington-Arlington-Alexandria,DC-VA-MD-WV,0.44660702,0.59701127,0.49770674,0.64398098,DC
"Waterloo, IA",3.3079252098162115,2.1095578252178124,188067,189564,2265.6334552123553,2255.3196034749035,6601,83.38818130709019,84.05194532425809,47940,"Waterloo-Cedar Falls, IA",Waterloo-Cedar Falls,IA,0.26490468,0.3123852,0.30636242,0.34740162,IA
"Watertown, NY",4.534442627289446,3.066727766223695,114865,111402,1226.7298652509653,1202.540291891892,3453,95.51862900102006,92.63889181188036,48060,"Watertown-Fort Drum, NY",Watertown-Fort Drum,NY,0.26954299,0.2966409,0.31780127,0.3408525,NY
"Wausau, WI",7.727903363822911,5.737347876719026,147355,147454,1975.0348795366795,1963.4883277992278,5874,75.0475558798776,75.09797634767381,48140,"Wausau, WI",Wausau,WI,0.26594284,0.32284588,0.30669415,0.36500844,WI
"Wenatchee, WA",9.768044051351646,4.962492787074437,112630,119525,4240.920864478764,4138.098413513513,5733,27.21781570786033,28.884039975867935,48300,"Wenatchee, WA",Wenatchee,WA,0.19896594,0.22785683,0.24785352,0.26920587,WA
"Wichita Falls, TX",8.876608395115767,-1.172564272839389,162002,161394,3104.7908633204634,3044.722001930502,5596,53.207484918913075,53.00779509514115,48660,"Wichita Falls, TX",Wichita Falls,TX,0.27085584,0.31141201,0.31768787,0.35766387,TX
"Wichita, KS",10.332700404524065,4.480805448454361,596187,611649,4098.489037065637,4067.9845884169886,22450,146.55586496014715,150.35676431557388,48620,"Wichita, KS",Wichita,KS,0.29718778,0.36983702,0.33535591,0.3976042,KS
"Williamsport, PA",2.6108925923103525,5.583249640553502,95335,93630,1200.9865366795366,1188.7917984555984,3410,80.19486685881672,78.76063758316474,48700,"Williamsport, PA",Williamsport,PA,0.2386073,0.2954084,0.29523155,0.35392398,PA
"Wilmington, NC",7.014251951586335,5.920876668780902,377018,433424,2205.592268725869,2121.859474131274,19852,177.6828317786491,204.26611907343735,48900,"Wilmington, NC",Wilmington,NC,0.26419732,0.35331386,0.31352213,0.40209645,NC
"Winchester, VA",9.111022774648298,2.5613801163814744,104919,109868,1065.9007633204633,1060.7568764478765,4793,98.909563849672125,103.57510042066524,49020,"Winchester, VA-WV",Winchester,VA-WV,0.23115605,0.29355648,0.27867803,0.34275076,VA
"Winston, NC",11.160036440935317,6.132427281014337,282312,291550,769.5516791505792,758.2967737451737,11636,372.2975090684893,384.4800744173753,49180,"Winston-Salem, NC",Winston-Salem,NC,0.26187831,0.35168767,0.30600369,0.38887295,NC
"Worcester, MA",13.082047585583172,4.3111601642879345,796645,822431,1524.656755984556,1472.229376061776,28709,541.1147290995042,558.6296628586564,79600,"Worcester, MA-CT",Worcester,MA-CT,0.31928214,0.38053605,0.36986655,0.42283213,MA
"Yakima, WA",10.309222293212567,11.605518101939309,172584,175056,1779.1571092664092,1775.9326146718147,5327,97.17936287345725,98.57130757877863,49420,"Yakima, WA",Yakima,WA,0.23297589,0.25739917,0.29090744,0.30790058,WA
"York, PA",8.975103984568088,4.725947747887433,364729,372431,763.5306579150579,758.8796687258688,10854,480.61506327131764,490.764234895498,49620,"York-Hanover, PA",York-Hanover,PA,0.25058788,0.32871148,0.29218242,0.36305711,PA
"Youngstown, OH",14.296043993682567,3.792142163567454,480949,461018,1134.1138328185327,1101.1170571428572,15876,436.7828078587311,418.68209833769583,49660,"Youngstown-Warren-Boardman, OH-PA",Youngstown-Warren-Boardman,OH-PA,0.24041753,0.28764063,0.28898236,0.32354,OH
"Yuba City, CA",10.576970944028673,4.71689192493927,133002,136710,848.3279277992278,835.141283011583,3305,159.2568858773029,163.69685319232852,49700,"Yuba City, CA",Yuba City,CA,0.24950467,0.29240558,0.31410834,0.35860741,CA
"Yuma, AZ",14.058682042923564,7.235837172363849,195038,208985,2015.6541162162162,2010.5906996138997,5255,97.00532288220262,103.94209027234238,49740,"Yuma, AZ",Yuma,AZ,0.24496481,0.27326667,0.28302735,0.31503668,AZ
