MsaName,category,type,date,zori
"Charleston-North Charleston, SC Metro Area",mid,mid density,2020-06-15,100.63629210939511
"Charleston-North Charleston, SC Metro Area",mid,mid density,2020-07-15,101.15042914946126
"Charleston-North Charleston, SC Metro Area",mid,mid density,2020-08-15,102.17514892812486
"Charleston-North Charleston, SC Metro Area",mid,mid density,2020-09-15,102.4672560582555
"Charleston-North Charleston, SC Metro Area",mid,mid density,2020-10-15,101.84322475534874
"Charleston-North Charleston, SC Metro Area",mid,mid density,2020-11-15,102.48493108052617
"Charleston-North Charleston, SC Metro Area",mid,mid density,2020-12-15,102.15474711600156
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-01-15,102.44244374829603
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-02-15,103.3804379750763
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-03-15,104.50823448315509
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-04-15,106.40223696059374
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-05-15,109.2170789417124
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-06-15,111.68734938239298
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-07-15,114.15250350650597
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-08-15,116.89201759198302
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-09-15,117.8221819992193
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-10-15,118.82389822155486
"Charleston-North Charleston, SC Metro Area",mid,mid density,2021-11-15,119.41083045514347
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-01-15,93.12101910828025
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-02-15,93.94904458598727
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-03-15,93.82165605095541
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-04-15,95.92356687898089
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-05-15,97.77070063694268
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-06-15,97.8343949044586
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-07-15,97.57961783439491
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-08-15,98.47133757961784
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-09-15,97.57961783439491
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-10-15,96.24203821656052
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-11-15,98.72611464968153
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2018-12-15,98.72611464968153
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-01-15,100
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-02-15,100.70063694267517
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-03-15,99.10828025477707
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-04-15,99.171974522293
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-05-15,99.171974522293
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-06-15,98.28025477707007
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-07-15,98.72611464968153
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-08-15,98.72611464968153
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-09-15,99.171974522293
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-10-15,99.23566878980891
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-11-15,99.10828025477707
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2019-12-15,99.4267515923567
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-01-15,100.12738853503184
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-02-15,100
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-03-15,100.06369426751593
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-04-15,97.64331210191082
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-05-15,96.30573248407643
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-06-15,96.56050955414013
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-07-15,95.73248407643312
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-08-15,94.77707006369427
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-09-15,94.5859872611465
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-10-15,95.03184713375796
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-11-15,95.85987261146497
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2020-12-15,94.5859872611465
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-01-15,94.20382165605096
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-02-15,94.14012738853503
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-03-15,96.30573248407643
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-04-15,100.06369426751593
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-05-15,102.92993630573248
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-06-15,105.28662420382166
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-07-15,106.87898089171975
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-08-15,110.89171974522294
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-09-15,112.61146496815286
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-10-15,113.75796178343948
"Charlotte-Concord-Gastonia, NC-SC Metro Area",cbd,city center,2021-11-15,113.43949044585987
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-01-15,89.15423522776267
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-02-15,89.84456395261485
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-03-15,89.9685468807554
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-04-15,90.4333173177065
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-05-15,91.5833356452304
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-06-15,92.40285723566865
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-07-15,93.26751399776252
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-08-15,93.14571525172266
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-09-15,93.28562271903057
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-10-15,94.3840680157766
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-11-15,95.06374428782561
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2018-12-15,94.71002852250942
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-01-15,94.75306600798211
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-02-15,95.44899326119916
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-03-15,95.39447039927094
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-04-15,96.15425886998018
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-05-15,97.13445495686642
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-06-15,97.81349212018986
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-07-15,98.74599980407073
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-08-15,98.52209518997482
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-09-15,99.18484837553939
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-10-15,99.36056419172802
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-11-15,99.84780306455679
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2019-12-15,99.48247121784266
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-01-15,99.26403602894551
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-02-15,100
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-03-15,100.27629679325034
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-04-15,99.57296901338208
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-05-15,98.96400123195816
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-06-15,99.01932658378992
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-07-15,100.36753460941937
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-08-15,101.42609407565114
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-09-15,101.58298581729642
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-10-15,101.86658414742544
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-11-15,102.23591979406538
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2020-12-15,103.05370986437248
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-01-15,103.60717609857663
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-02-15,105.09983230684037
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-03-15,106.12309086690888
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-04-15,106.06289899846055
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-05-15,107.98213353137267
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-06-15,110.93951161073146
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-07-15,113.51424232170932
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-08-15,116.37931644262409
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-09-15,118.32027939078426
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-10-15,119.68142464286638
"Charlotte-Concord-Gastonia, NC-SC Metro Area",high,high density,2021-11-15,121.69026926691764
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-01-15,92.01201538449023
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-02-15,92.60009511832992
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-03-15,93.58933572572144
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-04-15,94.29246267698183
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-05-15,94.4779775056848
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-06-15,94.86430828077567
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-07-15,95.26109078954923
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-08-15,95.79101496982466
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-09-15,95.42984061177393
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-10-15,95.3246546319236
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-11-15,95.40722598833723
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2018-12-15,96.13287611452132
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-01-15,95.84155013067934
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-02-15,96.59211463225496
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-03-15,97.38340246306475
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-04-15,97.84397161604427
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-05-15,98.3355781567982
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-06-15,99.33776929879834
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-07-15,99.90946288428492
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-08-15,100.06440635633673
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-09-15,100.42291801872403
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-10-15,99.80132846185916
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-11-15,99.48670614748376
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2019-12-15,99.34592864391297
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-01-15,100.17437283689378
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-02-15,100
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-03-15,100.50183190967594
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-04-15,100.8996754587286
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-05-15,101.81974464843597
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-06-15,102.8231685638967
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-07-15,104.55251623849462
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-08-15,106.62433693147602
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-09-15,106.81594199361439
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-10-15,107.04166994010775
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-11-15,107.75094579436899
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2020-12-15,107.28910396312321
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-01-15,108.95387901136083
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-02-15,110.08489284223582
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-03-15,110.24665908594125
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-04-15,113.03117675768345
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-05-15,114.54247697323474
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-06-15,116.44682218495794
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-07-15,118.72620463671278
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-08-15,120.15508551415768
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-09-15,121.009824598783
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-10-15,120.84407595048407
"Charlotte-Concord-Gastonia, NC-SC Metro Area",low,low density,2021-11-15,120.19291693262446
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-01-15,91.43274261275403
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-02-15,91.50086230805442
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-03-15,92.15073948252368
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-04-15,92.78767596137838
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-05-15,93.5140510568417
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-06-15,93.9392076293786
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-07-15,94.28645705161686
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-08-15,94.67921850753201
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-09-15,94.59294928194421
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-10-15,94.3012105429999
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-11-15,94.28598291911682
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2018-12-15,95.44414547072016
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-01-15,95.39411771421662
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-02-15,95.95135043613872
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-03-15,96.55002199774178
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-04-15,97.05942303087953
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-05-15,97.92990667568901
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-06-15,98.47723629487184
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-07-15,98.95712128242658
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-08-15,99.13929095183315
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-09-15,99.07836542906587
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-10-15,99.56894895583154
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-11-15,99.33643913384682
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2019-12-15,99.75460626056156
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-01-15,99.83522001726718
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-02-15,100
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-03-15,100.55363261471658
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-04-15,100.57732405756445
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-05-15,100.66339208087014
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-06-15,101.66177639517335
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-07-15,102.27531686352052
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-08-15,102.82862282952728
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-09-15,103.78837057362425
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-10-15,104.47412643339014
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-11-15,105.47894650962233
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2020-12-15,105.6721351701517
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-01-15,106.00113099462767
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-02-15,107.03411970019741
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-03-15,108.23135670323931
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-04-15,110.26657739239431
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-05-15,111.9706875997867
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-06-15,113.7433235476625
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-07-15,116.20321459309844
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-08-15,118.2015706089494
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-09-15,120.05909982216716
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-10-15,120.72898715422615
"Charlotte-Concord-Gastonia, NC-SC Metro Area",mid,mid density,2021-11-15,121.45710223308252
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-01-15,95.89484550399838
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-02-15,97.02798670416746
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-03-15,96.93348072096755
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-04-15,97.25560703363426
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-05-15,98.81193410456864
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-06-15,99.67723349688976
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-07-15,99.9076720751962
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-08-15,100.47267276841252
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-09-15,100.02485455625599
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-10-15,99.40824240316748
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-11-15,99.12237826434813
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2018-12-15,97.58547383075476
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-01-15,97.00675048783806
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-02-15,98.09575146812305
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-03-15,98.70057212450203
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-04-15,99.74356580974344
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-05-15,100.88952081257369
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-06-15,102.35427713528027
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-07-15,103.59241838624133
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-08-15,104.09254527210481
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-09-15,102.38042559343361
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-10-15,101.12207572292493
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-11-15,100.00287821158092
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2019-12-15,99.16078733948093
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-01-15,100.00663940392052
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-02-15,100
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-03-15,100.68042838228897
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-04-15,100.38709829431163
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-05-15,99.7847560979051
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-06-15,99.68162018292259
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-07-15,98.66393900467682
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-08-15,96.93320089484163
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-09-15,95.11123535286593
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-10-15,92.75821449580224
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-11-15,90.8541458521491
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2020-12-15,89.47110875200183
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-01-15,89.33287229431653
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-02-15,89.8309998342677
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-03-15,91.09980144572756
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-04-15,94.68751393251932
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-05-15,98.1909640710779
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-06-15,101.28290049796821
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-07-15,104.1322194435044
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-08-15,106.23932251696407
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-09-15,105.7815757681674
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-10-15,105.07419766089816
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",cbd,city center,2021-11-15,103.60194540766294
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-01-15,93.7500796478611
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-02-15,94.31801226927556
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-03-15,95.18364008754905
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-04-15,95.76288012951633
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-05-15,96.36353572016367
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-06-15,96.83379904791302
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-07-15,97.05386896739203
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-08-15,96.85773388504482
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-09-15,96.26911991133477
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-10-15,95.77806074005288
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-11-15,95.6172646007681
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2018-12-15,95.45766123530198
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-01-15,96.25342476834217
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-02-15,96.83228861231699
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-03-15,97.64594003396911
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-04-15,98.32840147273319
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-05-15,98.87712340957097
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-06-15,99.40252251459346
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-07-15,99.69804701534915
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-08-15,99.64845341017569
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-09-15,99.50961963881828
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-10-15,99.3119179908571
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-11-15,98.79839972505094
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2019-12-15,98.69333063131097
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2020-01-15,99.09222676306581
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2020-02-15,100
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2020-03-15,100.33009608566155
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2020-04-15,100.23925833579447
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2020-05-15,100.46685208387593
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2020-06-15,100.51960095729146
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2020-07-15,100.38968547142827
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",high,high density,2020-08-15,99.81716134454706
