GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALUBE001,NAME_M,ALUBM001
"G49117","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49117",,,,,,,,"86000US49117",,,"ZCTA5 49117",3756,"ZCTA5 49117",291
"G49119","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49119",,,,,,,,"86000US49119",,,"ZCTA5 49119",66,"ZCTA5 49119",29
"G49120","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49120",,,,,,,,"86000US49120",,,"ZCTA5 49120",36346,"ZCTA5 49120",370
"G49125","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49125",,,,,,,,"86000US49125",,,"ZCTA5 49125",2243,"ZCTA5 49125",282
"G49126","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49126",,,,,,,,"86000US49126",,,"ZCTA5 49126",1225,"ZCTA5 49126",189
"G49127","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49127",,,,,,,,"86000US49127",,,"ZCTA5 49127",10755,"ZCTA5 49127",499
"G49128","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49128",,,,,,,,"86000US49128",,,"ZCTA5 49128",3408,"ZCTA5 49128",267
"G49129","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49129",,,,,,,,"86000US49129",,,"ZCTA5 49129",513,"ZCTA5 49129",155
"G49130","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49130",,,,,,,,"86000US49130",,,"ZCTA5 49130",1474,"ZCTA5 49130",325
"G49201","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49201",,,,,,,,"86000US49201",,,"ZCTA5 49201",45222,"ZCTA5 49201",1472
"G49202","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49202",,,,,,,,"86000US49202",,,"ZCTA5 49202",19289,"ZCTA5 49202",933
"G49203","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49203",,,,,,,,"86000US49203",,,"ZCTA5 49203",38633,"ZCTA5 49203",1251
"G49220","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49220",,,,,,,,"86000US49220",,,"ZCTA5 49220",2415,"ZCTA5 49220",276
"G49221","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49221",,,,,,,,"86000US49221",,,"ZCTA5 49221",40423,"ZCTA5 49221",539
"G49224","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49224",,,,,,,,"86000US49224",,,"ZCTA5 49224",13966,"ZCTA5 49224",338
"G49227","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49227",,,,,,,,"86000US49227",,,"ZCTA5 49227",1114,"ZCTA5 49227",123
"G49228","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49228",,,,,,,,"86000US49228",,,"ZCTA5 49228",5310,"ZCTA5 49228",178
"G49229","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49229",,,,,,,,"86000US49229",,,"ZCTA5 49229",3404,"ZCTA5 49229",386
"G49230","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49230",,,,,,,,"86000US49230",,,"ZCTA5 49230",10331,"ZCTA5 49230",364
"G49232","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49232",,,,,,,,"86000US49232",,,"ZCTA5 49232",2716,"ZCTA5 49232",315
"G49233","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49233",,,,,,,,"86000US49233",,,"ZCTA5 49233",2386,"ZCTA5 49233",321
"G49234","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49234",,,,,,,,"86000US49234",,,"ZCTA5 49234",2650,"ZCTA5 49234",343
"G49235","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49235",,,,,,,,"86000US49235",,,"ZCTA5 49235",2088,"ZCTA5 49235",283
"G49236","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49236",,,,,,,,"86000US49236",,,"ZCTA5 49236",4807,"ZCTA5 49236",211
"G49237","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49237",,,,,,,,"86000US49237",,,"ZCTA5 49237",3047,"ZCTA5 49237",197
"G49238","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49238",,,,,,,,"86000US49238",,,"ZCTA5 49238",1803,"ZCTA5 49238",203
"G49240","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49240",,,,,,,,"86000US49240",,,"ZCTA5 49240",9688,"ZCTA5 49240",488
"G49241","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49241",,,,,,,,"86000US49241",,,"ZCTA5 49241",2773,"ZCTA5 49241",323
"G49242","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49242",,,,,,,,"86000US49242",,,"ZCTA5 49242",14809,"ZCTA5 49242",387
"G49245","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49245",,,,,,,,"86000US49245",,,"ZCTA5 49245",4745,"ZCTA5 49245",186
"G49246","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49246",,,,,,,,"86000US49246",,,"ZCTA5 49246",3116,"ZCTA5 49246",374
"G49247","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49247",,,,,,,,"86000US49247",,,"ZCTA5 49247",5690,"ZCTA5 49247",386
"G49248","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49248",,,,,,,,"86000US49248",,,"ZCTA5 49248",821,"ZCTA5 49248",149
"G49249","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49249",,,,,,,,"86000US49249",,,"ZCTA5 49249",3625,"ZCTA5 49249",311
"G49250","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49250",,,,,,,,"86000US49250",,,"ZCTA5 49250",6322,"ZCTA5 49250",254
"G49251","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49251",,,,,,,,"86000US49251",,,"ZCTA5 49251",6278,"ZCTA5 49251",320
"G49252","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49252",,,,,,,,"86000US49252",,,"ZCTA5 49252",2373,"ZCTA5 49252",146
"G49253","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49253",,,,,,,,"86000US49253",,,"ZCTA5 49253",2771,"ZCTA5 49253",344
"G49254","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49254",,,,,,,,"86000US49254",,,"ZCTA5 49254",3069,"ZCTA5 49254",450
"G49255","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49255",,,,,,,,"86000US49255",,,"ZCTA5 49255",2617,"ZCTA5 49255",379
"G49256","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49256",,,,,,,,"86000US49256",,,"ZCTA5 49256",3750,"ZCTA5 49256",329
"G49259","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49259",,,,,,,,"86000US49259",,,"ZCTA5 49259",2116,"ZCTA5 49259",294
"G49261","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49261",,,,,,,,"86000US49261",,,"ZCTA5 49261",269,"ZCTA5 49261",177
"G49262","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49262",,,,,,,,"86000US49262",,,"ZCTA5 49262",1243,"ZCTA5 49262",192
"G49263","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49263",,,,,,,,"86000US49263",,,"ZCTA5 49263",65,"ZCTA5 49263",50
"G49264","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49264",,,,,,,,"86000US49264",,,"ZCTA5 49264",2100,"ZCTA5 49264",234
"G49265","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49265",,,,,,,,"86000US49265",,,"ZCTA5 49265",5102,"ZCTA5 49265",285
"G49266","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49266",,,,,,,,"86000US49266",,,"ZCTA5 49266",3323,"ZCTA5 49266",257
"G49267","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49267",,,,,,,,"86000US49267",,,"ZCTA5 49267",3988,"ZCTA5 49267",208
"G49268","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49268",,,,,,,,"86000US49268",,,"ZCTA5 49268",1153,"ZCTA5 49268",150
"G49269","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49269",,,,,,,,"86000US49269",,,"ZCTA5 49269",6175,"ZCTA5 49269",637
"G49270","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49270",,,,,,,,"86000US49270",,,"ZCTA5 49270",5716,"ZCTA5 49270",370
"G49271","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49271",,,,,,,,"86000US49271",,,"ZCTA5 49271",1872,"ZCTA5 49271",277
"G49272","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49272",,,,,,,,"86000US49272",,,"ZCTA5 49272",2326,"ZCTA5 49272",267
"G49274","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49274",,,,,,,,"86000US49274",,,"ZCTA5 49274",3365,"ZCTA5 49274",338
"G49276","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49276",,,,,,,,"86000US49276",,,"ZCTA5 49276",851,"ZCTA5 49276",165
"G49277","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49277",,,,,,,,"86000US49277",,,"ZCTA5 49277",3290,"ZCTA5 49277",333
"G49279","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49279",,,,,,,,"86000US49279",,,"ZCTA5 49279",845,"ZCTA5 49279",183
"G49282","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49282",,,,,,,,"86000US49282",,,"ZCTA5 49282",244,"ZCTA5 49282",111
"G49283","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49283",,,,,,,,"86000US49283",,,"ZCTA5 49283",3799,"ZCTA5 49283",410
"G49284","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49284",,,,,,,,"86000US49284",,,"ZCTA5 49284",2995,"ZCTA5 49284",235
"G49285","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49285",,,,,,,,"86000US49285",,,"ZCTA5 49285",5740,"ZCTA5 49285",310
"G49286","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49286",,,,,,,,"86000US49286",,,"ZCTA5 49286",14639,"ZCTA5 49286",633
"G49287","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49287",,,,,,,,"86000US49287",,,"ZCTA5 49287",2019,"ZCTA5 49287",261
"G49288","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49288",,,,,,,,"86000US49288",,,"ZCTA5 49288",1491,"ZCTA5 49288",190
"G49289","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49289",,,,,,,,"86000US49289",,,"ZCTA5 49289",127,"ZCTA5 49289",60
"G49301","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49301",,,,,,,,"86000US49301",,,"ZCTA5 49301",20302,"ZCTA5 49301",669
"G49302","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49302",,,,,,,,"86000US49302",,,"ZCTA5 49302",8717,"ZCTA5 49302",490
"G49303","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49303",,,,,,,,"86000US49303",,,"ZCTA5 49303",1019,"ZCTA5 49303",208
"G49304","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49304",,,,,,,,"86000US49304",,,"ZCTA5 49304",3922,"ZCTA5 49304",253
"G49305","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49305",,,,,,,,"86000US49305",,,"ZCTA5 49305",2134,"ZCTA5 49305",189
"G49306","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49306",,,,,,,,"86000US49306",,,"ZCTA5 49306",10650,"ZCTA5 49306",877
"G49307","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49307",,,,,,,,"86000US49307",,,"ZCTA5 49307",20590,"ZCTA5 49307",305
"G49309","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49309",,,,,,,,"86000US49309",,,"ZCTA5 49309",1509,"ZCTA5 49309",137
"G49310","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49310",,,,,,,,"86000US49310",,,"ZCTA5 49310",3284,"ZCTA5 49310",407
"G49312","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49312",,,,,,,,"86000US49312",,,"ZCTA5 49312",293,"ZCTA5 49312",73
"G49315","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49315",,,,,,,,"86000US49315",,,"ZCTA5 49315",23283,"ZCTA5 49315",544
"G49316","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49316",,,,,,,,"86000US49316",,,"ZCTA5 49316",23391,"ZCTA5 49316",1030
"G49318","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49318",,,,,,,,"86000US49318",,,"ZCTA5 49318",1515,"ZCTA5 49318",211
"G49319","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49319",,,,,,,,"86000US49319",,,"ZCTA5 49319",16705,"ZCTA5 49319",799
"G49320","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49320",,,,,,,,"86000US49320",,,"ZCTA5 49320",22,"ZCTA5 49320",20
"G49321","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49321",,,,,,,,"86000US49321",,,"ZCTA5 49321",17160,"ZCTA5 49321",497
"G49322","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49322",,,,,,,,"86000US49322",,,"ZCTA5 49322",1532,"ZCTA5 49322",285
"G49323","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49323",,,,,,,,"86000US49323",,,"ZCTA5 49323",10296,"ZCTA5 49323",526
"G49325","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49325",,,,,,,,"86000US49325",,,"ZCTA5 49325",2050,"ZCTA5 49325",289
"G49326","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49326",,,,,,,,"86000US49326",,,"ZCTA5 49326",4308,"ZCTA5 49326",518
"G49327","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49327",,,,,,,,"86000US49327",,,"ZCTA5 49327",8472,"ZCTA5 49327",365
"G49328","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49328",,,,,,,,"86000US49328",,,"ZCTA5 49328",4288,"ZCTA5 49328",253
"G49329","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49329",,,,,,,,"86000US49329",,,"ZCTA5 49329",8664,"ZCTA5 49329",437
"G49330","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49330",,,,,,,,"86000US49330",,,"ZCTA5 49330",5724,"ZCTA5 49330",208
"G49331","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49331",,,,,,,,"86000US49331",,,"ZCTA5 49331",18028,"ZCTA5 49331",432
"G49332","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49332",,,,,,,,"86000US49332",,,"ZCTA5 49332",3251,"ZCTA5 49332",340
"G49333","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49333",,,,,,,,"86000US49333",,,"ZCTA5 49333",11639,"ZCTA5 49333",461
"G49335","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49335",,,,,,,,"86000US49335",,,"ZCTA5 49335",224,"ZCTA5 49335",223
"G49336","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49336",,,,,,,,"86000US49336",,,"ZCTA5 49336",4170,"ZCTA5 49336",319
"G49337","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49337",,,,,,,,"86000US49337",,,"ZCTA5 49337",12017,"ZCTA5 49337",463
"G49338","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49338",,,,,,,,"86000US49338",,,"ZCTA5 49338",1750,"ZCTA5 49338",236
"G49339","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49339",,,,,,,,"86000US49339",,,"ZCTA5 49339",2160,"ZCTA5 49339",245
"G49340","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49340",,,,,,,,"86000US49340",,,"ZCTA5 49340",2786,"ZCTA5 49340",245
"G49341","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49341",,,,,,,,"86000US49341",,,"ZCTA5 49341",37505,"ZCTA5 49341",1246
"G49342","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49342",,,,,,,,"86000US49342",,,"ZCTA5 49342",1816,"ZCTA5 49342",218
"G49343","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49343",,,,,,,,"86000US49343",,,"ZCTA5 49343",5551,"ZCTA5 49343",689
"G49344","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49344",,,,,,,,"86000US49344",,,"ZCTA5 49344",3266,"ZCTA5 49344",350
"G49345","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49345",,,,,,,,"86000US49345",,,"ZCTA5 49345",15123,"ZCTA5 49345",942
"G49346","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49346",,,,,,,,"86000US49346",,,"ZCTA5 49346",5326,"ZCTA5 49346",470
"G49347","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49347",,,,,,,,"86000US49347",,,"ZCTA5 49347",1188,"ZCTA5 49347",215
"G49348","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49348",,,,,,,,"86000US49348",,,"ZCTA5 49348",12501,"ZCTA5 49348",535
"G49349","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49349",,,,,,,,"86000US49349",,,"ZCTA5 49349",7871,"ZCTA5 49349",314
"G49401","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49401",,,,,,,,"86000US49401",,,"ZCTA5 49401",24900,"ZCTA5 49401",478
"G49402","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49402",,,,,,,,"86000US49402",,,"ZCTA5 49402",1269,"ZCTA5 49402",158
"G49403","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49403",,,,,,,,"86000US49403",,,"ZCTA5 49403",2747,"ZCTA5 49403",236
"G49404","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49404",,,,,,,,"86000US49404",,,"ZCTA5 49404",8553,"ZCTA5 49404",385
"G49405","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49405",,,,,,,,"86000US49405",,,"ZCTA5 49405",1583,"ZCTA5 49405",170
"G49406","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49406",,,,,,,,"86000US49406",,,"ZCTA5 49406",710,"ZCTA5 49406",190
"G49408","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49408",,,,,,,,"86000US49408",,,"ZCTA5 49408",9726,"ZCTA5 49408",507
"G49410","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49410",,,,,,,,"86000US49410",,,"ZCTA5 49410",1925,"ZCTA5 49410",229
"G49411","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49411",,,,,,,,"86000US49411",,,"ZCTA5 49411",1451,"ZCTA5 49411",124
"G49412","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49412",,,,,,,,"86000US49412",,,"ZCTA5 49412",11419,"ZCTA5 49412",384
"G49415","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49415",,,,,,,,"86000US49415",,,"ZCTA5 49415",6905,"ZCTA5 49415",506
"G49417","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49417",,,,,,,,"86000US49417",,,"ZCTA5 49417",31496,"ZCTA5 49417",313
"G49418","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49418",,,,,,,,"86000US49418",,,"ZCTA5 49418",28521,"ZCTA5 49418",896
"G49419","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49419",,,,,,,,"86000US49419",,,"ZCTA5 49419",8612,"ZCTA5 49419",465
"G49420","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49420",,,,,,,,"86000US49420",,,"ZCTA5 49420",6308,"ZCTA5 49420",356
"G49421","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49421",,,,,,,,"86000US49421",,,"ZCTA5 49421",5906,"ZCTA5 49421",391
"G49423","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49423",,,,,,,,"86000US49423",,,"ZCTA5 49423",45040,"ZCTA5 49423",373
"G49424","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49424",,,,,,,,"86000US49424",,,"ZCTA5 49424",48799,"ZCTA5 49424",696
"G49425","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49425",,,,,,,,"86000US49425",,,"ZCTA5 49425",3823,"ZCTA5 49425",415
"G49426","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49426",,,,,,,,"86000US49426",,,"ZCTA5 49426",37601,"ZCTA5 49426",801
"G49428","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49428",,,,,,,,"86000US49428",,,"ZCTA5 49428",27445,"ZCTA5 49428",646
"G49431","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49431",,,,,,,,"86000US49431",,,"ZCTA5 49431",17274,"ZCTA5 49431",296
"G49434","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49434",,,,,,,,"86000US49434",,,"ZCTA5 49434",6,"ZCTA5 49434",9
"G49435","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49435",,,,,,,,"86000US49435",,,"ZCTA5 49435",3929,"ZCTA5 49435",505
"G49436","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49436",,,,,,,,"86000US49436",,,"ZCTA5 49436",1584,"ZCTA5 49436",163
"G49437","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49437",,,,,,,,"86000US49437",,,"ZCTA5 49437",6852,"ZCTA5 49437",341
"G49440","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49440",,,,,,,,"86000US49440",,,"ZCTA5 49440",811,"ZCTA5 49440",158
"G49441","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49441",,,,,,,,"86000US49441",,,"ZCTA5 49441",35365,"ZCTA5 49441",867
"G49442","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49442",,,,,,,,"86000US49442",,,"ZCTA5 49442",41580,"ZCTA5 49442",907
"G49444","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49444",,,,,,,,"86000US49444",,,"ZCTA5 49444",29684,"ZCTA5 49444",676
"G49445","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49445",,,,,,,,"86000US49445",,,"ZCTA5 49445",21670,"ZCTA5 49445",646
"G49446","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49446",,,,,,,,"86000US49446",,,"ZCTA5 49446",2463,"ZCTA5 49446",322
"G49448","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49448",,,,,,,,"86000US49448",,,"ZCTA5 49448",4100,"ZCTA5 49448",378
"G49449","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49449",,,,,,,,"86000US49449",,,"ZCTA5 49449",2661,"ZCTA5 49449",217
"G49450","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49450",,,,,,,,"86000US49450",,,"ZCTA5 49450",3314,"ZCTA5 49450",447
"G49451","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49451",,,,,,,,"86000US49451",,,"ZCTA5 49451",6025,"ZCTA5 49451",312
"G49452","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49452",,,,,,,,"86000US49452",,,"ZCTA5 49452",2102,"ZCTA5 49452",248
"G49453","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49453",,,,,,,,"86000US49453",,,"ZCTA5 49453",2400,"ZCTA5 49453",319
"G49454","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49454",,,,,,,,"86000US49454",,,"ZCTA5 49454",4796,"ZCTA5 49454",332
"G49455","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49455",,,,,,,,"86000US49455",,,"ZCTA5 49455",4831,"ZCTA5 49455",249
"G49456","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49456",,,,,,,,"86000US49456",,,"ZCTA5 49456",19480,"ZCTA5 49456",274
"G49457","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49457",,,,,,,,"86000US49457",,,"ZCTA5 49457",10137,"ZCTA5 49457",614
"G49458","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49458",,,,,,,,"86000US49458",,,"ZCTA5 49458",80,"ZCTA5 49458",39
"G49459","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49459",,,,,,,,"86000US49459",,,"ZCTA5 49459",1515,"ZCTA5 49459",217
"G49460","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49460",,,,,,,,"86000US49460",,,"ZCTA5 49460",8932,"ZCTA5 49460",487
"G49461","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49461",,,,,,,,"86000US49461",,,"ZCTA5 49461",9174,"ZCTA5 49461",413
"G49464","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49464",,,,,,,,"86000US49464",,,"ZCTA5 49464",29220,"ZCTA5 49464",922
"G49503","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49503",,,,,,,,"86000US49503",,,"ZCTA5 49503",37250,"ZCTA5 49503",1258
"G49504","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49504",,,,,,,,"86000US49504",,,"ZCTA5 49504",39633,"ZCTA5 49504",1006
"G49505","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49505",,,,,,,,"86000US49505",,,"ZCTA5 49505",32372,"ZCTA5 49505",957
"G49506","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"49506",,,,,,,,"86000US49506",,,"ZCTA5 49506",34528,"ZCTA5 49506",1122
